Date of Sale (dd/mm/yyyy),Address,Postal Code,County, Price ,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
29/03/2018,"23 ABBEYFIELD, MILLTOWN, DUBLIN 6",Dublin 6,Dublin,520000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"25 TREESDALE, STILLORGAN, DUBLIN",,Dublin,705000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"27 Grace Park Grove, Grace Park Wood, Grace Park Road",Dublin 9,Dublin,422907.49,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"28 Elder Heath Drive, Elder Heath, Kiltipper Road",Dublin 24,Dublin,255506.60,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
29/03/2018,"28 St. Edmunds Green, St. Lomans, Palmerstown",Dublin 20,Dublin,390000.00,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"28 VICTORIA RD, RATHGAR, DUBLIN 6",Dublin 6,Dublin,1200000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"29 LAVERNA DALE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,470000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"29 OLDCHURCH AVE, CLONDALKIN DUBLIN 22, DUBLIN",Dublin 22,Dublin,260000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"3 ANNFIELD DR, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,312000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"3 BELCAMP GREEN, DUBLIN 17, DUBLIN",Dublin 17,Dublin,200000.00,Yes,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"3 Orwell Place, Marianella, Rathgar",Dublin 6,Dublin,462555.06,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"3 St. Edmunds Green, St. Lomans Road, Palmerstown",Dublin 20,Dublin,320000.00,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"3 The Drive, St Marnock's Bay, Portmarnock",,Dublin,540000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"30 St Edmunds Green, St. Lomans, Palmerstown",Dublin 20,Dublin,350000.00,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"32 Parkside Cresent, Parkside, Malahide Road",,Dublin,318877.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
29/03/2018,"32 ST. EDMUNDS GREEN, St. Lomans, Palmerstown",Dublin 20,Dublin,350000.00,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"33 Bishops Gate, Kiltiernan",Dublin 18,Dublin,493392.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"33 BLACKTHORN HILL DR, RATHCOOLE, DUBLIN",Dublin 24,Dublin,188500.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"33 Red Arches Park, Silverbanks, The Coast",Dublin 13,Dublin,140969.00,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
29/03/2018,"33 THE DRIVE, MILLBROOK LAWNS, TALLAGHT",,Dublin,245000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"34 GLEANN RIBH, LUSK, DUBLIN",,Dublin,212000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"34 SPRINGVALE, EDMONDSTOWN RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,415000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"36 SHANLISS RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,490000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"37 BARNWELL PLACE, BARNWELL HANSFIELD, ONGAR DUBLIN 15",Dublin 15,Dublin,220000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"38 THE ATRIUM, THE STEELWORKS, FOLEY ST DUBLIN 1",Dublin 1,Dublin,335000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"39 FERNLEIGH CRESCENT, CARPENTERSTOWN, DUBLIN 15",Dublin 15,Dublin,240000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"4 EXCHANGE HALL, TALLAGHT, DUBLIN 24",,Dublin,185000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"4 TRITONVILLE AVE, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,675000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"42 MOUNT PROSPECT GROVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,590000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"441 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8",Dublin 8,Dublin,400881.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"48 BUTTERFIELD CLOSE, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,580000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"48 SANDERLING, THORN WOOD, BOOTERSTOWN AVE",,Dublin,375000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"48 ST BRENDAN'S PARK, MALAHIDE ROAD, DUBLIN 5",Dublin 5,Dublin,500000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"5 CARYSFORT RD, DALKEY, DUBLIN",,Dublin,420000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"5 DAVID PARK, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,376500.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"5 DRUMCLIFFE DR, CABRA, DUBLIN 7",Dublin 7,Dublin,325000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"5 LONDONBRIDGE RD, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,937500.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"5 St. Edmunds Green, St. Lomans, Palmerstown",Dublin 20,Dublin,335000.00,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"5 WARRENSTOWN PARK, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,234950.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"50 THE SQUARE, LARCH HILL, SANTRY DUBLIN 9",Dublin 17,Dublin,210000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"52 GLASANAON RD, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,301000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"52 PHIBSBORO RD, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,342500.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"52 ST HELENS RD, BOOTERSTOWN, DUBLIN",,Dublin,1150000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"57 LALLY RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,215000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"6 HIGHFIELD CLOSE, SWORDS, DUBLIN",,Dublin,385000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"6 TOWER VIEW, MINISTERS RD, LUSK",,Dublin,360000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"6 Willow House, Silverbanks, The Coast",,Dublin,229074.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"62 Beechwood Gate, Beechwood, Hansfield",,Dublin,296696.03,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"63 CASTLEKNOCK AVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,585000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"64 BISCAYNE, COAST RD, MALAHIDE",,Dublin,370000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"64 The Close, Citywest Village, Citywest",Dublin 24,Dublin,303964.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"64 WHEATFIELD RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,336000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"65 HILLCREST WAY, LUCAN, DUBLIN",,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"67 MAPLEWOOD PARK, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,238000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"67 ST JAMESS RD, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,366000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"68 Ballygossan Park, Golf Links Road, Skerries",,Dublin,273128.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"68 WHATLEY PLACE, STILLORGAN, DUBLIN",,Dublin,550000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"69 Beech House, Silverbanks, The Coast",,Dublin,167400.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"7 DARGLE DR, MARLEY GRANGE, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,220000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"7 EL PINAR, KILGOBBIN RD, STEPASIDE DUBLIN 18",Dublin 18,Dublin,390000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"7 St. Edmunds Green, St. Lomans, Palmerstown",Dublin 20,Dublin,340000.00,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"72 THE GREEN, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,441000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"78 IVY EXCHANGE, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,397500.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"78 LA ROCHELLE, LAMB ALLEY, CHRISTCHURCH DUBLIN 8",Dublin 8,Dublin,276000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"8 DONORE RD, DUBLIN 8, DUBLIN",Dublin 8,Dublin,595000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"8 ROCHFORT WAY, ROCHFORT DOWNS, LUCAN",,Dublin,325000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"8 SEABURY DR, MALAHIDE, DUBLIN",,Dublin,540000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"8 Thornberry Road, Aikens Village, Stepaside",,Dublin,462555.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"8 YELLOW RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,285000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"84 HOLLY COURT, BALLYBRACK, DUBLIN",,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"85 Silken Park Avenue, Old Naas Road, Kinsgwood",Dublin 24,Dublin,308370.04,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"9 HOMELEIGH, PORTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,1050000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"9 ORWELL BANK, ORWELL PARK, RATHGAR DUBLIN 6",Dublin 6,Dublin,550000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"9 St Edmunds Green, St. Lomans, Palmerstown",Dublin 20,Dublin,340000.00,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"90 BALLYFERMOT PARADE BALLYFERMOT, DUBLIN 10, DUBLIN",Dublin 10,Dublin,220000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"90 EUGENE ST, RIALTO, DUBLIN 8",Dublin 8,Dublin,266000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"90 Oak House  Silverbanks, The Coast  Baldoyle",Dublin 13,Dublin,281937.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"96 Ash House, silver bank, baldoyle",Dublin 13,Dublin,154185.02,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
29/03/2018,"96 Stepaside Park, Stepaside, Dublin 18",Dublin 18,Dublin,691629.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2018,"AGHADOE, 72 GREENLEA RD, TERENURE DUBLIN 6W",,Dublin,880000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"APT 1 - 8, 318 SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,600000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"APT 36  25 WOLFETONE ST, DUBLIN, DUBLIN",Dublin 1,Dublin,272000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"APT 5 THE STEPS, KILMAINHAM LANE, DUBLIN 8",,Dublin,285000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"BRANDON, CHURCHTOWN RD LOWER, CHURCHTOWN DUBLIN 14",Dublin 14,Dublin,850000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"BRIAR COTTAGE, LANISTOWN, SWORDS",,Dublin,456000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"FLAT 1 39 VICTORIA ST, PORTOBELLO, DUBLIN 8",Dublin 8,Dublin,800000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"GLENSEK, 44 CLAREMONT ROAD, BALLSBRIDGE",,Dublin,2000000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"KILN HOUSE, KILSALLAGHAN, DUBLIN",,Dublin,50000.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"LITTLE AUBURN, DUBLIN RD, MALAHIDE",,Dublin,1000050.00,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"THE OLD BREWERS CLUB, 32 THE COOMBE",Dublin 8,Dublin,351225.87,No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"Unit 7 Parkside Green, Malahide Road",Dublin 13,Dublin,308900.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/03/2018,"1 Orchard Hall, castleknock, Dublin 15",Dublin 15,Dublin,273127.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/03/2018,"16 mountjoy square, dublin1",,Dublin,438000.00,No,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres
30/03/2018,"APT 8, 51 RANELAGH RD, RANELAGH DUBLIN 6",Dublin 6,Dublin,447895.00,No,No,Second-Hand Dwelling house /Apartment,
02/04/2018,"30 BOW LANE WEST, KILMAINHAM, DUBLIN",Dublin 8,Dublin,472500.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"12 Dawson Place, Arbour Hill",Dublin 7,Dublin,405286.33,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/04/2018,"128 BUSHY PARK HOUSE, TERENURE, DUBLIN 6",,Dublin,435000.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"13 RUSHBROOK COURT, TEMPLEOGUE, DUBLIN 6W",,Dublin,250000.00,Yes,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"14 C THE PARK, RATHMINES, THE PARK DUBLIN 6",Dublin 6,Dublin,270000.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"15 TEMPLE SQUARE, TEMPLE ROAD, DARTRY",Dublin 6,Dublin,550000.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"27 MIDDLE THIRD, KILLESTER, DUBLIN 5",Dublin 5,Dublin,495000.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"28 LEINSTER SQUARE, DUBLIN 6",Dublin 6,Dublin,998000.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"31  Red Arches, Silverbanks, The Coast",Dublin 13,Dublin,290000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/04/2018,"326 KILDARE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,320000.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"34 CARRIGLE DR, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,462500.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"45 BEAUMONT HALL, BEAUMONT WOODS, BEAUMONT DUBLIN 9",Dublin 9,Dublin,255000.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"8 DRURY HALL, DRURY ST, DUBLIN 2",Dublin 2,Dublin,350000.00,No,No,Second-Hand Dwelling house /Apartment,
03/04/2018,"8 MERTON WALK, MOUNT ST ANNES, MILLTOWN",Dublin 6,Dublin,900000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"10 Ashfield Court, Ridgewood, Forest Road",,Dublin,427312.78,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"10 CASTLE PARK RD, SANDYCOVE, DUBLIN",,Dublin,1285000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"10 HOGAN PLACE, DUBLIN2, DUBLIN",Dublin 15,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"10 REDWOOD LAWNS, KILNAMANAGH, DUBLIN 24",Dublin 24,Dublin,341000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"11 HAMPTON CRESENT, ST HELENS WOOD, BOOTERSTOWN",,Dublin,600000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"113 COOLAMBER PARK, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,582000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"127 ALDER HOUSE, SILVER BANKS, THE COAST",Dublin 13,Dublin,348017.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"129 IVERAGH RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,460000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"14 EMSWORTH PARK, KINSEALY LANE, KINSEALY",,Dublin,731277.53,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
04/04/2018,"14 THE DRIVE, ST MARNOCKS BAY, PORTMARNOCK",,Dublin,422907.50,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"15 BELARMINE CRESCENT, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,442000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"15 LANESBOROUGH COURT, FINGLAS, DUBLIN 11",,Dublin,175000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"15 Rathmill Green, Rathmill Manor, Rathcoole",,Dublin,333920.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"16 Larkfield Place, Clay Farm, Leopardstown",,Dublin,511013.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"17 Shackleton Way, Shackleton Park, Lucan",,Dublin,264273.11,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"18 Cuil Duin Avenue, Cuil Duin, Citywest",,Dublin,281938.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"19 ORLAGH WOOD, ORLAGH GROVE, KNOCKLYON DUBLIN 16",Dublin 16,Dublin,470000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"19 TEMPLE COURT, PALATINE SQ, ARBOUR HILL DUBLIN 7",Dublin 7,Dublin,360000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"193 TRIMBLESTON, GOATSTOWN RD, DUBLIN 14",Dublin 14,Dublin,725000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"19A OLDBRIDGE, WALK, GRIFFEEN",,Dublin,360000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"20 IVELEARY RD, DUBLIN 9, DUBLIN",Dublin 9,Dublin,445000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"22 Elder Heath Drive, Kiltipper Road, Tallaght",,Dublin,255506.60,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"22 THE AVENUE, CARRICKMINES GREEEN, GLENAMUCK ROAD",Dublin 18,Dublin,471366.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
04/04/2018,"25 MONASTERY GATE LAWNS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,390000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"26 WESTON MEADOW, WESTON PARK, LUCAN",,Dublin,175000.00,Yes,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"27 ST JOHNS, PARK AVE, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,635000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"28 ALLENTON PARK, BALLYCRAGH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,237500.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"282 CASTLECURRAGH HEATH, DUBLIN 15, DUBLIN",Dublin 15,Dublin,223000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"29 Birch House, Silverbanks  The Coast, Baldoyle",Dublin 13,Dublin,145374.44,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"30 MELVILLE RISE, CITYSIDE, DUBLIN 11",Dublin 11,Dublin,185000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"31 Park Crescent, Hansfield Wood, Hansfield",Dublin 15,Dublin,303964.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"32 CLONCURRY HOUSE, SPENCER DOCK, DUBLIN",Dublin 1,Dublin,480000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"32 HOME FARM PARK, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,749000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"36 DAL RIADA, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,715000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"39 Bishops Gate, Enniskerry Road, Kilternan",Dublin 18,Dublin,383259.91,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"3, COLEPARK ROAD, BALLYFERMOT DUBLIN 10",Dublin 10,Dublin,91200.00,Yes,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"3, COLEPARK ROAD, BALLYFERMOT DUBLIN 10",Dublin 10,Dublin,91200.00,Yes,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"4 Shackleton Green, Shackleton Park, Lucan",,Dublin,281938.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"4 WOODLEIGH OAK, HIGHFIELD RD, RATHGAR DUBLIN 6",Dublin 6,Dublin,268500.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"5 CLOONMORE CLOSE JOBSTOWN, DUBLIN 24, DUBLIN",Dublin 24,Dublin,191000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"5 POOLE TERRACE, CORK ST, DUBLIN 8",Dublin 8,Dublin,329500.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"52 RATHVILLY DR, FINGLAS, DUBLIN 11",Dublin 11,Dublin,164000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"59 ABBERLEY SQUARE, TALLAGHT, DUBLIN 24",,Dublin,176000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"6 CREMORNE, TEMPLE PARK, DARTRY DUBLIN 6",Dublin 6,Dublin,350000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"6 EDENMORE GROVE, RAHENY, DUBLIN 5",,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"6 ORWELL GARDENS, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,460000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"66 CITY GATE, ST AUGUSTINE ST, DUBLIN 8",Dublin 8,Dublin,225000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"69 CASTLEFIELD COURT, CLONSILLA DUBLIN 15, DUBLIN",Dublin 15,Dublin,170000.00,No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"7 Shackleton Close, Shackleton Park, Lucan",,Dublin,325991.17,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/04/2018,"75 WILLOW PARK AVE, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,507500.00,No,No,Second-Hand Dwelling house /Apartment,
